,GHI_nsrdb,DHI_nsrdb,DNI_nsrdb,GHI_clearsky,temp,dewPt,rh,pressure,wspd,precip_hrly,feels_like,hour_trig,month_trig,wx_phrase_Cloudy,wx_phrase_Fair,wx_phrase_Fog,wx_phrase_Haze,wx_phrase_Heavy Rain,wx_phrase_Light Rain,wx_phrase_Light Snow,wx_phrase_Mostly Cloudy,wx_phrase_Partly Cloudy,wx_phrase_Rain,wx_phrase_T-Storm,wx_phrase_Thunder,wx_phrase_Thunder in the Vicinity,wx_phrase_Wintry Mix,wdir_cardinal_CALM,wdir_cardinal_E,wdir_cardinal_ENE,wdir_cardinal_ESE,wdir_cardinal_N,wdir_cardinal_NE,wdir_cardinal_NNE,wdir_cardinal_NNW,wdir_cardinal_NW,wdir_cardinal_S,wdir_cardinal_SE,wdir_cardinal_SSE,wdir_cardinal_SSW,wdir_cardinal_SW,wdir_cardinal_VAR,wdir_cardinal_W,wdir_cardinal_WNW,wdir_cardinal_WSW
1,0,0,0,0,38,33,83,29.98,5,0.0,34,0.137954235845508,0.26215848344052,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
